imgName,subId,response,rt,nClicks,congruency,valueDiff,saliencyLocation,correctness
flippedimg_12,5ad2d9fafb109b0001a32749,Left,9.13,3,0,0.4,0,1
flippedimg_12,5f1e174460bf5d7ad7a63b8e,Left,1.986,1,0,0.4,0,1
flippedimg_12,5d62f080d556f20001807aa2,Left,0,0,0,0.4,0,
flippedimg_12,5ecfdd84dc64e1061b97e321,Left,4.66,1,0,0.4,0,1
flippedimg_12,5f136401b1f46a36f39a8c72,Left,4.224,1,0,0.4,0,1
flippedimg_18,5ea96851a879f0059741c4cb,Left,7.635,2,0,0.4,0,1
flippedimg_18,5bfda58206c0910001be3d14,Left,5.954,1,0,0.4,0,1
flippedimg_18,5de021677f57a309bfc56ac6,Left,6.787,3,0,0.4,0,1
flippedimg_18,5f23157170fcfd08d6b5ab55,Left,9.474,2,0,0.4,0,1
flippedimg_18,5eb07222f887980fd34f6889,Left,7.827,2,0,0.4,0,1
flippedimg_18,5ddbeaff798297b3928a0850,Left,4.778,2,0,0.4,0,1
flippedimg_18,5f2351d2da440d0575c75dec,Left,4.93,1,0,0.4,0,1
flippedimg_18,5ee389a50d2973011b577b23,Left,3.418,3,0,0.4,0,1
flippedimg_18,5b74641086b60700014ef85c,Left,3.172,1,0,0.4,0,1
flippedimg_18,5cab5929291df900165c1ff9,Left,9.774,2,0,0.4,0,1
flippedimg_18,5f23525ad6bca511d420f843,Left,9.77,1,0,0.4,0,1
flippedimg_18,5e106c1019232d75243365ba,Left,9.4,2,0,0.4,0,1
flippedimg_18,5d4556c5d1f123001716bae3,Left,2.696,1,0,0.4,0,1
flippedimg_18,5dcb016991c2ba7e029b6545,Left,0.655,1,0,0.4,0,1
flippedimg_18,5e6ff43e18d1a809cd0b836a,Left,2.037,1,0,0.4,0,1
flippedimg_18,5cf23dc994df330018876744,Left,3.406,1,0,0.4,0,1
flippedimg_18,579540d016a091000112cdf5,Left,9.861,1,0,0.4,0,1
flippedimg_18,5eea4d6485ba010cd59c2107,Left,9.436,2,0,0.4,0,1
flippedimg_18,5ede038270fe0e000ab7ae54,Left,5.045,1,0,0.4,0,1
flippedimg_18,5a910c8a6475f900019f8cbc,Left,9.209,1,0,0.4,0,1
flippedimg_18,59d7a9a250f88f000161eb07,Left,8.293,1,0,0.4,0,1
flippedimg_18,5b910e2aa067840001b100af,Left,4.85,1,0,0.4,0,1
flippedimg_18,5ad2d9fafb109b0001a32749,Left,6.361,2,0,0.4,0,1
flippedimg_18,5f1e174460bf5d7ad7a63b8e,Left,3.811,1,0,0.4,0,1
flippedimg_18,5d62f080d556f20001807aa2,Left,5.763,1,0,0.4,0,1
flippedimg_18,5ecfdd84dc64e1061b97e321,Left,5.32,1,0,0.4,0,1
flippedimg_18,5b69032cecb6340001b0cc05,Left,6.442,1,0,0.4,0,1
flippedimg_18,5eb71d89ed8104645e640ad7,Left,5.595,1,0,0.4,0,1
flippedimg_18,5f136401b1f46a36f39a8c72,Left,8.796,1,0,0.4,0,1
flippedimg_25,5f136401b1f46a36f39a8c72,Left,1.498,1,1,-4,0,0
flippedimg_29,5efec0cffc86a73c9cf173e7,Left,5.072,2,0,-0.5,1,0
flippedimg_29,5ee389a50d2973011b577b23,Left,5.529,3,0,-0.5,1,0
flippedimg_29,59d7a9a250f88f000161eb07,Left,2.296,1,0,-0.5,1,0
flippedimg_30,5f12702f38faee1c06433bf8,Left,2.6,1,0,-1.4,1,0
flippedimg_30,5efec0cffc86a73c9cf173e7,Left,3.408,1,0,-1.4,1,0
flippedimg_30,5d4556c5d1f123001716bae3,Left,4.561,1,0,-1.4,1,0
flippedimg_30,579540d016a091000112cdf5,Left,6.486,1,0,-1.4,1,0
flippedimg_30,5ede038270fe0e000ab7ae54,Left,3.691,1,0,-1.4,1,0
flippedimg_30,5a910c8a6475f900019f8cbc,Left,9.1,1,0,-1.4,1,0
flippedimg_52,5d852b272a218500015f6147,Left,1.811,2,1,-0.4,0,0
flippedimg_52,5ea96851a879f0059741c4cb,Left,1.17,1,1,-0.4,0,0
flippedimg_52,5bfda58206c0910001be3d14,Left,1.357,1,1,-0.4,0,0
flippedimg_52,5de021677f57a309bfc56ac6,Left,5.17,1,1,-0.4,0,0
flippedimg_52,5a140bdc5d06850001b007bd,Left,3.376,1,1,-0.4,0,0
flippedimg_52,5e9ca45fd662f21da7c2ac6e,Left,3.281,1,1,-0.4,0,0
flippedimg_52,5a910c8a6475f900019f8cbc,Left,9.379,1,1,-0.4,0,0
flippedimg_52,5ce998fda20e6000170c5ce8,Left,1.163,1,1,-0.4,0,0
flippedimg_52,5b910e2aa067840001b100af,Left,7.132,2,1,-0.4,0,0
flippedimg_53,5a140bdc5d06850001b007bd,Left,9.4,2,1,-0.8,0,0
flippedimg_53,5e7885df81606d3f5e51cb5e,Left,6.494,4,1,-0.8,0,0
flippedimg_54,5d852b272a218500015f6147,Left,2.374,2,1,-0.4,0,0
flippedimg_54,5c6d74852f21670001f8eacb,Left,5.671,1,1,-0.4,0,0
flippedimg_54,5e90f207f9c9d141f4b14def,Left,3.286,1,1,-0.4,0,0
flippedimg_54,5a140bdc5d06850001b007bd,Left,5.561,1,1,-0.4,0,0
flippedimg_54,5de93d9ae045e206b871af2c,Left,1.106,1,1,-0.4,0,0
flippedimg_54,5d92b4debda22b00179a2edf,Left,5.289,1,1,-0.4,0,0
flippedimg_54,59d7a9a250f88f000161eb07,Left,4.93,1,1,-0.4,0,0
flippedimg_54,5b910e2aa067840001b100af,Left,7.248,1,1,-0.4,0,0
flippedimg_54,5f033543945c554f816f6ad7,Left,3.401,1,1,-0.4,0,0
flippedimg_54,5eb71d89ed8104645e640ad7,Left,6.058,1,1,-0.4,0,0
flippedimg_6,5dc4177635fd0c2de2b2194a,Left,3.546,1,0,0.4,0,1
flippedimg_6,5eb07222f887980fd34f6889,Left,7.014,2,0,0.4,0,1
flippedimg_6,5f12702f38faee1c06433bf8,Left,6.985,1,0,0.4,0,1
flippedimg_6,5ddbeaff798297b3928a0850,Left,0,0,0,0.4,0,
flippedimg_6,5efec0cffc86a73c9cf173e7,Left,5.515,2,0,0.4,0,1
flippedimg_6,5e7885df81606d3f5e51cb5e,Left,6.832,2,0,0.4,0,1
flippedimg_6,5ee389a50d2973011b577b23,Left,8.812,3,0,0.4,0,1
flippedimg_6,5b74641086b60700014ef85c,Left,3.255,1,0,0.4,0,1
flippedimg_6,5f23525ad6bca511d420f843,Left,6.641,1,0,0.4,0,1
flippedimg_6,5d4556c5d1f123001716bae3,Left,5.137,1,0,0.4,0,1
flippedimg_6,5dcb016991c2ba7e029b6545,Left,1.786,1,0,0.4,0,1
flippedimg_6,5e6ff43e18d1a809cd0b836a,Left,3.775,3,0,0.4,0,1
flippedimg_6,5cf23dc994df330018876744,Left,5.123,1,0,0.4,0,1
flippedimg_6,579540d016a091000112cdf5,Left,8.382,1,0,0.4,0,1
flippedimg_6,5eea4d6485ba010cd59c2107,Left,2.732,1,0,0.4,0,1
flippedimg_6,5d92b4debda22b00179a2edf,Left,6.256,3,0,0.4,0,1
flippedimg_6,5ede038270fe0e000ab7ae54,Left,4.054,1,0,0.4,0,1
flippedimg_6,5a910c8a6475f900019f8cbc,Left,8.906,1,0,0.4,0,1
flippedimg_6,5b910e2aa067840001b100af,Left,5.602,1,0,0.4,0,1
flippedimg_6,5ad2d9fafb109b0001a32749,Left,7.941,3,0,0.4,0,1
flippedimg_6,5f1e174460bf5d7ad7a63b8e,Left,3.625,1,0,0.4,0,1
flippedimg_6,5d62f080d556f20001807aa2,Left,2.516,1,0,0.4,0,1
flippedimg_6,5ecfdd84dc64e1061b97e321,Left,4.239,1,0,0.4,0,1
flippedimg_6,5eb71d89ed8104645e640ad7,Left,9.204,1,0,0.4,0,1
flippedimg_6,5f136401b1f46a36f39a8c72,Left,8.865,1,0,0.4,0,1
flippedimg_9,5a910c8a6475f900019f8cbc,Left,2.597,1,0,-4,1,0
img_10,5d61c41048b8f1001915f01f,Left,4.098,2,1,1.4,1,1
img_10,5d852b272a218500015f6147,Left,3.52,3,1,1.4,1,1
img_10,5ea96851a879f0059741c4cb,Left,1.403,1,1,1.4,1,1
img_10,5dc4177635fd0c2de2b2194a,Left,3.177,1,1,1.4,1,1
img_10,5c6d74852f21670001f8eacb,Left,1.318,1,1,1.4,1,1
img_10,5bfda58206c0910001be3d14,Left,0,0,1,1.4,1,
img_10,5de021677f57a309bfc56ac6,Left,3.032,1,1,1.4,1,1
img_10,5f23157170fcfd08d6b5ab55,Left,2.546,1,1,1.4,1,1
img_10,5e90f207f9c9d141f4b14def,Left,1.07,1,1,1.4,1,1
img_10,5eb07222f887980fd34f6889,Left,6.899,3,1,1.4,1,1
img_10,5a140bdc5d06850001b007bd,Left,2.006,1,1,1.4,1,1
img_10,5ddbeaff798297b3928a0850,Left,1.701,2,1,1.4,1,1
img_10,5ebdb1414b3e5d0e1e46e76d,Left,2.404,1,1,1.4,1,1
img_10,5efec0cffc86a73c9cf173e7,Left,2.336,1,1,1.4,1,1
img_10,5de93d9ae045e206b871af2c,Left,0.666,1,1,1.4,1,1
img_10,5c8839294b0de2000135270f,Left,1.912,1,1,1.4,1,1
img_10,5e7885df81606d3f5e51cb5e,Left,8.673,3,1,1.4,1,1
img_10,5f2351d2da440d0575c75dec,Left,3.64,1,1,1.4,1,1
img_10,5e9ca45fd662f21da7c2ac6e,Left,1.653,1,1,1.4,1,1
img_10,5ee389a50d2973011b577b23,Left,4.174,3,1,1.4,1,1
img_10,5b74641086b60700014ef85c,Left,0,0,1,1.4,1,
img_10,5cab5929291df900165c1ff9,Left,3.225,1,1,1.4,1,1
img_10,5f23525ad6bca511d420f843,Left,6.553,1,1,1.4,1,1
img_10,5e106c1019232d75243365ba,Left,7.215,2,1,1.4,1,1
img_10,5d4556c5d1f123001716bae3,Left,1.957,1,1,1.4,1,1
img_10,5dcb016991c2ba7e029b6545,Left,0,0,1,1.4,1,
img_10,5e6ff43e18d1a809cd0b836a,Left,2.548,1,1,1.4,1,1
img_10,5cf23dc994df330018876744,Left,1.815,1,1,1.4,1,1
img_10,579540d016a091000112cdf5,Left,5.295,1,1,1.4,1,1
img_10,5eea4d6485ba010cd59c2107,Left,0,0,1,1.4,1,
img_10,5d92b4debda22b00179a2edf,Left,1.377,1,1,1.4,1,1
img_10,5ede038270fe0e000ab7ae54,Left,1.527,1,1,1.4,1,1
img_10,5a910c8a6475f900019f8cbc,Left,9.114,1,1,1.4,1,1
img_10,5ce998fda20e6000170c5ce8,Left,1.046,1,1,1.4,1,1
img_10,59d7a9a250f88f000161eb07,Left,1.782,1,1,1.4,1,1
img_10,5f204b5558c81f30e9860972,Left,1.22,1,1,1.4,1,1
img_10,5b910e2aa067840001b100af,Left,0,0,1,1.4,1,
img_10,5ad2d9fafb109b0001a32749,Left,5.483,2,1,1.4,1,1
img_10,5d62f080d556f20001807aa2,Left,2.877,1,1,1.4,1,1
img_10,5ecfdd84dc64e1061b97e321,Left,1.388,1,1,1.4,1,1
img_10,5f033543945c554f816f6ad7,Left,5.05,1,1,1.4,1,1
img_10,5f136401b1f46a36f39a8c72,Left,8.928,1,1,1.4,1,1
img_15,5d61c41048b8f1001915f01f,Left,0,0,0,2.3,0,
img_15,5d852b272a218500015f6147,Left,3.048,2,0,2.3,0,1
img_15,5ea96851a879f0059741c4cb,Left,1.827,1,0,2.3,0,1
img_15,5dc4177635fd0c2de2b2194a,Left,3.696,1,0,2.3,0,1
img_15,5c6d74852f21670001f8eacb,Left,1.646,1,0,2.3,0,1
img_15,5bfda58206c0910001be3d14,Left,0.519,1,0,2.3,0,1
img_15,5de021677f57a309bfc56ac6,Left,4.152,1,0,2.3,0,1
img_15,5f23157170fcfd08d6b5ab55,Left,1.777,1,0,2.3,0,1
img_15,5e90f207f9c9d141f4b14def,Left,1.284,1,0,2.3,0,1
img_15,5eb07222f887980fd34f6889,Left,5.046,2,0,2.3,0,1
img_15,5f12702f38faee1c06433bf8,Left,3.48,1,0,2.3,0,1
img_15,5a140bdc5d06850001b007bd,Left,7.498,2,0,2.3,0,1
img_15,5ddbeaff798297b3928a0850,Left,5.143,2,0,2.3,0,1
img_15,5ebdb1414b3e5d0e1e46e76d,Left,2.539,1,0,2.3,0,1
img_15,5efec0cffc86a73c9cf173e7,Left,0,0,0,2.3,0,
img_15,5de93d9ae045e206b871af2c,Left,1.303,1,0,2.3,0,1
img_15,5c8839294b0de2000135270f,Left,1.929,1,0,2.3,0,1
img_15,5e7885df81606d3f5e51cb5e,Left,7.295,3,0,2.3,0,1
img_15,5f2351d2da440d0575c75dec,Left,1.307,1,0,2.3,0,1
img_15,5e9ca45fd662f21da7c2ac6e,Left,1.259,1,0,2.3,0,1
img_15,5ee389a50d2973011b577b23,Left,5.816,1,0,2.3,0,1
img_15,5cab5929291df900165c1ff9,Left,8.421,1,0,2.3,0,1
img_15,5f23525ad6bca511d420f843,Left,3.12,1,0,2.3,0,1
img_15,5dcb016991c2ba7e029b6545,Left,0,0,0,2.3,0,
img_15,5e6ff43e18d1a809cd0b836a,Left,0,0,0,2.3,0,
img_15,5cf23dc994df330018876744,Left,2.631,1,0,2.3,0,1
img_15,579540d016a091000112cdf5,Left,8.184,1,0,2.3,0,1
img_15,5eea4d6485ba010cd59c2107,Left,0,0,0,2.3,0,
img_15,5d92b4debda22b00179a2edf,Left,5.899,1,0,2.3,0,1
img_15,5ede038270fe0e000ab7ae54,Left,2.768,1,0,2.3,0,1
img_15,5a910c8a6475f900019f8cbc,Left,8.611,1,0,2.3,0,1
img_15,5ce998fda20e6000170c5ce8,Left,1.012,1,0,2.3,0,1
img_15,59d7a9a250f88f000161eb07,Left,2.665,1,0,2.3,0,1
img_15,5f204b5558c81f30e9860972,Left,0,0,0,2.3,0,
img_15,5b910e2aa067840001b100af,Left,0,0,0,2.3,0,
img_15,5ad2d9fafb109b0001a32749,Left,8.404,4,0,2.3,0,1
img_15,5d62f080d556f20001807aa2,Left,0.986,1,0,2.3,0,1
img_15,5ecfdd84dc64e1061b97e321,Left,0.741,1,0,2.3,0,1
img_15,5f033543945c554f816f6ad7,Left,2.215,1,0,2.3,0,1
img_15,5b69032cecb6340001b0cc05,Left,2.603,1,0,2.3,0,1
img_15,5eb71d89ed8104645e640ad7,Left,4.715,1,0,2.3,0,1
img_15,5f136401b1f46a36f39a8c72,Left,2.32,1,0,2.3,0,1
img_17,5d61c41048b8f1001915f01f,Left,1.02,2,0,-0.4,1,0
img_17,5d852b272a218500015f6147,Left,2.318,2,0,-0.4,1,0
img_17,5ea96851a879f0059741c4cb,Left,1.949,1,0,-0.4,1,0
img_17,5c6d74852f21670001f8eacb,Left,2.115,1,0,-0.4,1,0
img_17,5bfda58206c0910001be3d14,Left,0.005,1,0,-0.4,1,0
img_17,5eb07222f887980fd34f6889,Left,8.505,2,0,-0.4,1,0
img_17,5f12702f38faee1c06433bf8,Left,4.319,1,0,-0.4,1,0
img_17,5a140bdc5d06850001b007bd,Left,2.435,1,0,-0.4,1,0
img_17,5de93d9ae045e206b871af2c,Left,7.61,1,0,-0.4,1,0
img_17,5f2351d2da440d0575c75dec,Left,6.789,1,0,-0.4,1,0
img_17,5e9ca45fd662f21da7c2ac6e,Left,2.269,1,0,-0.4,1,0
img_17,5ee389a50d2973011b577b23,Left,8.016,3,0,-0.4,1,0
img_17,5b74641086b60700014ef85c,Left,1.685,1,0,-0.4,1,0
img_17,5d4556c5d1f123001716bae3,Left,4.728,1,0,-0.4,1,0
img_17,5dcb016991c2ba7e029b6545,Left,0,0,0,-0.4,1,
img_17,5cf23dc994df330018876744,Left,5.335,1,0,-0.4,1,0
img_17,5eea4d6485ba010cd59c2107,Left,7.861,1,0,-0.4,1,0
img_17,5d92b4debda22b00179a2edf,Left,2.628,1,0,-0.4,1,0
img_17,5ede038270fe0e000ab7ae54,Left,4.611,2,0,-0.4,1,0
img_17,5ce998fda20e6000170c5ce8,Left,1.058,1,0,-0.4,1,0
img_17,5f204b5558c81f30e9860972,Left,5.103,1,0,-0.4,1,0
img_17,5b910e2aa067840001b100af,Left,0,0,0,-0.4,1,
img_17,5f033543945c554f816f6ad7,Left,2.82,1,0,-0.4,1,0
img_27,5d61c41048b8f1001915f01f,Left,0,0,1,4,1,
img_27,5d852b272a218500015f6147,Left,2.474,2,1,4,1,1
img_27,5ea96851a879f0059741c4cb,Left,4.03,1,1,4,1,1
img_27,5dc4177635fd0c2de2b2194a,Left,3.039,1,1,4,1,1
img_27,5c6d74852f21670001f8eacb,Left,2.781,1,1,4,1,1
img_27,5bfda58206c0910001be3d14,Left,0,0,1,4,1,
img_27,5de021677f57a309bfc56ac6,Left,2.92,1,1,4,1,1
img_27,5f23157170fcfd08d6b5ab55,Left,6.415,1,1,4,1,1
img_27,5e90f207f9c9d141f4b14def,Left,1.858,1,1,4,1,1
img_27,5eb07222f887980fd34f6889,Left,6.008,2,1,4,1,1
img_27,5f12702f38faee1c06433bf8,Left,4.606,1,1,4,1,1
img_27,5a140bdc5d06850001b007bd,Left,1.508,1,1,4,1,1
img_27,5ddbeaff798297b3928a0850,Left,2.701,2,1,4,1,1
img_27,5ebdb1414b3e5d0e1e46e76d,Left,3.605,1,1,4,1,1
img_27,5de93d9ae045e206b871af2c,Left,0.952,1,1,4,1,1
img_27,5c8839294b0de2000135270f,Left,0,0,1,4,1,
img_27,5e7885df81606d3f5e51cb5e,Left,6.049,3,1,4,1,1
img_27,5f2351d2da440d0575c75dec,Left,2.742,1,1,4,1,1
img_27,5e9ca45fd662f21da7c2ac6e,Left,2.31,1,1,4,1,1
img_27,5ee389a50d2973011b577b23,Left,6.533,2,1,4,1,1
img_27,5b74641086b60700014ef85c,Left,1.972,1,1,4,1,1
img_27,5cab5929291df900165c1ff9,Left,3.874,1,1,4,1,1
img_27,5f23525ad6bca511d420f843,Left,2.01,1,1,4,1,1
img_27,5e106c1019232d75243365ba,Left,8.102,2,1,4,1,1
img_27,5d4556c5d1f123001716bae3,Left,2.607,1,1,4,1,1
img_27,5dcb016991c2ba7e029b6545,Left,0.586,1,1,4,1,1
img_27,5e6ff43e18d1a809cd0b836a,Left,0,0,1,4,1,
img_27,5cf23dc994df330018876744,Left,2.694,1,1,4,1,1
img_27,579540d016a091000112cdf5,Left,3.271,1,1,4,1,1
img_27,5eea4d6485ba010cd59c2107,Left,0,0,1,4,1,
img_27,5d92b4debda22b00179a2edf,Left,1.938,1,1,4,1,1
img_27,5ede038270fe0e000ab7ae54,Left,2.047,1,1,4,1,1
img_27,5a910c8a6475f900019f8cbc,Left,5.2,1,1,4,1,1
img_27,5ce998fda20e6000170c5ce8,Left,1.798,1,1,4,1,1
img_27,59d7a9a250f88f000161eb07,Left,4.088,1,1,4,1,1
img_27,5f204b5558c81f30e9860972,Left,0,0,1,4,1,
img_27,5b910e2aa067840001b100af,Left,3.259,1,1,4,1,1
img_27,5ad2d9fafb109b0001a32749,Left,6.779,2,1,4,1,1
img_27,5f1e174460bf5d7ad7a63b8e,Left,1.82,1,1,4,1,1
img_27,5d62f080d556f20001807aa2,Left,2.387,1,1,4,1,1
img_27,5ecfdd84dc64e1061b97e321,Left,1.426,1,1,4,1,1
img_27,5f033543945c554f816f6ad7,Left,3.501,1,1,4,1,1
img_27,5b69032cecb6340001b0cc05,Left,2.222,1,1,4,1,1
img_27,5eb71d89ed8104645e640ad7,Left,2.22,1,1,4,1,1
img_28,5d852b272a218500015f6147,Left,2.022,2,1,0.5,1,1
img_28,5ea96851a879f0059741c4cb,Left,2.197,1,1,0.5,1,1
img_28,5dc4177635fd0c2de2b2194a,Left,5.164,1,1,0.5,1,1
img_28,5c6d74852f21670001f8eacb,Left,2.335,1,1,0.5,1,1
img_28,5bfda58206c0910001be3d14,Left,1.596,1,1,0.5,1,1
img_28,5f23157170fcfd08d6b5ab55,Left,5.025,1,1,0.5,1,1
img_28,5e90f207f9c9d141f4b14def,Left,1.216,1,1,0.5,1,1
img_28,5a140bdc5d06850001b007bd,Left,5.68,1,1,0.5,1,1
img_28,5ddbeaff798297b3928a0850,Left,3.178,2,1,0.5,1,1
img_28,5efec0cffc86a73c9cf173e7,Left,2.857,1,1,0.5,1,1
img_28,5de93d9ae045e206b871af2c,Left,0,0,1,0.5,1,
img_28,5c8839294b0de2000135270f,Left,0.386,1,1,0.5,1,1
img_28,5e7885df81606d3f5e51cb5e,Left,7.493,4,1,0.5,1,1
img_28,5f2351d2da440d0575c75dec,Left,4.844,1,1,0.5,1,1
img_28,5e9ca45fd662f21da7c2ac6e,Left,1.61,1,1,0.5,1,1
img_28,5b74641086b60700014ef85c,Left,3.108,1,1,0.5,1,1
img_28,5cab5929291df900165c1ff9,Left,4.501,1,1,0.5,1,1
img_28,5f23525ad6bca511d420f843,Left,1.793,1,1,0.5,1,1
img_28,5dcb016991c2ba7e029b6545,Left,2.03,1,1,0.5,1,1
img_28,5e6ff43e18d1a809cd0b836a,Left,5.982,2,1,0.5,1,1
img_28,5cf23dc994df330018876744,Left,3.931,2,1,0.5,1,1
img_28,5eea4d6485ba010cd59c2107,Left,0.717,1,1,0.5,1,1
img_28,5d92b4debda22b00179a2edf,Left,5.076,1,1,0.5,1,1
img_28,5ede038270fe0e000ab7ae54,Left,7.883,1,1,0.5,1,1
img_28,5ce998fda20e6000170c5ce8,Left,0.999,1,1,0.5,1,1
img_28,59d7a9a250f88f000161eb07,Left,6.937,1,1,0.5,1,1
img_28,5f204b5558c81f30e9860972,Left,0,0,1,0.5,1,
img_28,5b910e2aa067840001b100af,Left,0,0,1,0.5,1,
img_28,5d62f080d556f20001807aa2,Left,1.501,1,1,0.5,1,1
img_28,5ecfdd84dc64e1061b97e321,Left,3.419,1,1,0.5,1,1
img_28,5f033543945c554f816f6ad7,Left,6.538,1,1,0.5,1,1
img_28,5b69032cecb6340001b0cc05,Left,3.521,1,1,0.5,1,1
img_28,5eb71d89ed8104645e640ad7,Left,3.206,1,1,0.5,1,1
img_28,5f136401b1f46a36f39a8c72,Left,9.901,1,1,0.5,1,1
img_52,5d852b272a218500015f6147,Left,5.374,2,1,0.4,1,1
img_52,5dc4177635fd0c2de2b2194a,Left,8.263,1,1,0.4,1,1
img_52,5c6d74852f21670001f8eacb,Left,3.879,1,1,0.4,1,1
img_52,5de021677f57a309bfc56ac6,Left,5.143,1,1,0.4,1,1
img_52,5f23157170fcfd08d6b5ab55,Left,4.803,1,1,0.4,1,1
img_52,5eb07222f887980fd34f6889,Left,9.435,3,1,0.4,1,1
img_52,5f12702f38faee1c06433bf8,Left,5.043,1,1,0.4,1,1
img_52,5ddbeaff798297b3928a0850,Left,6.164,4,1,0.4,1,1
img_52,5ebdb1414b3e5d0e1e46e76d,Left,7.06,1,1,0.4,1,1
img_52,5efec0cffc86a73c9cf173e7,Left,2.212,1,1,0.4,1,1
img_52,5de93d9ae045e206b871af2c,Left,2.669,1,1,0.4,1,1
img_52,5c8839294b0de2000135270f,Left,6.966,1,1,0.4,1,1
img_52,5e7885df81606d3f5e51cb5e,Left,5.343,3,1,0.4,1,1
img_52,5e9ca45fd662f21da7c2ac6e,Left,4.089,1,1,0.4,1,1
img_52,5ee389a50d2973011b577b23,Left,4.562,2,1,0.4,1,1
img_52,5cab5929291df900165c1ff9,Left,1.832,1,1,0.4,1,1
img_52,5d4556c5d1f123001716bae3,Left,4.525,2,1,0.4,1,1
img_52,5e6ff43e18d1a809cd0b836a,Left,0.23,1,1,0.4,1,1
img_52,5cf23dc994df330018876744,Left,4.228,2,1,0.4,1,1
img_52,579540d016a091000112cdf5,Left,8.7,2,1,0.4,1,1
img_52,5d92b4debda22b00179a2edf,Left,3.468,1,1,0.4,1,1
img_52,5ede038270fe0e000ab7ae54,Left,5.761,2,1,0.4,1,1
img_52,5a910c8a6475f900019f8cbc,Left,7.644,1,1,0.4,1,1
img_52,5f204b5558c81f30e9860972,Left,6.5,1,1,0.4,1,1
img_52,5f1e174460bf5d7ad7a63b8e,Left,6.111,2,1,0.4,1,1
img_52,5d62f080d556f20001807aa2,Left,1.021,1,1,0.4,1,1
img_52,5ecfdd84dc64e1061b97e321,Left,2.397,2,1,0.4,1,1
img_52,5f033543945c554f816f6ad7,Left,4.317,1,1,0.4,1,1
img_52,5eb71d89ed8104645e640ad7,Left,2.926,1,1,0.4,1,1
img_53,5d852b272a218500015f6147,Left,3.78,3,1,0.8,1,1
img_53,5ea96851a879f0059741c4cb,Left,1.824,1,1,0.8,1,1
img_53,5dc4177635fd0c2de2b2194a,Left,6.635,2,1,0.8,1,1
img_53,5c6d74852f21670001f8eacb,Left,2.598,1,1,0.8,1,1
img_53,5bfda58206c0910001be3d14,Left,0.717,1,1,0.8,1,1
img_53,5de021677f57a309bfc56ac6,Left,4.174,1,1,0.8,1,1
img_53,5f23157170fcfd08d6b5ab55,Left,5.101,1,1,0.8,1,1
img_53,5e90f207f9c9d141f4b14def,Left,3.469,1,1,0.8,1,1
img_53,5eb07222f887980fd34f6889,Left,9.929,2,1,0.8,1,1
img_53,5a140bdc5d06850001b007bd,Left,4.643,2,1,0.8,1,1
img_53,5ddbeaff798297b3928a0850,Left,2.883,2,1,0.8,1,1
img_53,5ebdb1414b3e5d0e1e46e76d,Left,2.404,1,1,0.8,1,1
img_53,5efec0cffc86a73c9cf173e7,Left,1.643,1,1,0.8,1,1
img_53,5de93d9ae045e206b871af2c,Left,0,0,1,0.8,1,
